OpenAlexID,DOI,RSD UUID,type,year,author position,citations,open access,project,project type,source,title
W4367592819,10.1007/978-3-031-30936-6_17,15994883-714e-47e3-9f6b-4739e063ee74,bookSection,2023,none,0,false,scalable-high-fidelity-simulations-of-reacting-multiphase-flows-at-transcritical-pressure,INTERNAL,ERCOFTAC Series,Numerical Simulations of Real-Fluid Reacting Sprays at Transcritical Pressures Using Multiphase Thermodynamics
W3157116518,10.1007/978-3-030-55874-1_30,f43ce09b-ca1c-4314-ab0c-80363946f618,bookSection,2020,none,1,false,passing-xsams,INTERNAL,Lecture Notes in Computational Science and Engineering,Novel Flux Approximation Schemes for Systems of Coupled Advection-Diffusion-Reaction Equations
W4378801554,10.1007/978-1-0716-3239-0_18,null,bookSection,2023,middle,3,false,null,null,Methods in Molecular Biology,The PANDORA Software for Anchor-Restrained Peptide:MHC Modeling
W3196005261,10.1142/9789811235740_0003,null,bookSection,2021,middle,2,false,null,null,Handbook of Unconventional Computing,Discovering Boolean Functions on Actin Networks
W4293136821,10.1007/978-3-031-01917-3_3,null,bookSection,2021,last,1,false,null,null,"Synthesis Lectures on Data, Semantics, and Knowledge",Web Data APIs Over SPARQL
W4288951611,10.1007/978-3-031-12597-3_10,null,bookSection,2022,last,2,true,null,null,Lecture Notes in Computer Science,mCAP: Memory-Centric Partitioning for Large-Scale Pipeline-Parallel DNN Training
W4285530141,10.1007/978-3-031-01917-3,null,bookSection,2021,last,1,false,null,null,"Synthesis Lectures on Data, Semantics, and Knowledge",Web Data APIs for Knowledge Graphs
W4293136704,10.1007/978-3-031-01917-3_7,null,bookSection,2021,last,1,false,null,null,"Synthesis Lectures on Data, Semantics, and Knowledge",Conclusion and Future Challenges
W4285555106,10.1007/978-3-031-01917-3_1,null,bookSection,2021,last,1,false,null,null,"Synthesis Lectures on Data, Semantics, and Knowledge",Knowledge Graphs of Linked Data
W4285548904,10.1007/978-3-031-01917-3_5,null,bookSection,2021,last,0,false,null,null,"Synthesis Lectures on Data, Semantics, and Knowledge",Shaping JSON Results: SPARQL Transformer
W4293137959,10.1007/978-3-031-01917-3_6,null,bookSection,2021,last,0,false,null,null,"Synthesis Lectures on Data, Semantics, and Knowledge",Applications
W4393275896,10.1142/9789811285073_0006,null,bookSection,2024,middle,0,false,null,null,WSPC Book Series in Unconventional Computing,Actin Networks Voltage Circuits
W4293136711,10.1007/978-3-031-01917-3_2,null,bookSection,2021,last,0,false,null,null,"Synthesis Lectures on Data, Semantics, and Knowledge",Accessing Knowledge Graphs Programmatically
W4285534802,10.1007/978-3-031-01917-3_4,null,bookSection,2021,last,0,false,null,null,"Synthesis Lectures on Data, Semantics, and Knowledge",grlc: API Automation by Query Sharing
W2923816138,10.1142/9789811285073_0013,null,bookSection,2024,middle,0,false,null,null,WSPC Book Series in Unconventional Computing,Computing on Actin Bundles Network
W3200817908,10.2200/s01114ed1v01y202107dsk021,92e8e016-1314-4bca-b8c4-861b0c8f33a6,book,2021,last,3,false,dive,INTERNAL,"Synthesis Lectures on Data, Semantics, and Knowledge",Web Data APIs for Knowledge Graphs: Easing Access to Semantic Data for Application Developers
